CLAIM_ID,POLICY_ID,CUSTOMER_ID,STATE,LINE_OF_BUSINESS,BROKER_ID,CLAIM_TYPE,CLAIM_AMOUNT,CLAIM_STATUS,DATE_REPORTED,NOTES,DATE_RESOLVED,IS_CLOSED
C00184,P10530,CU1647,IL,Auto,Broker_5,Flood,8411.88,Denied,2025-03-26 05:28:33.639879,Theft with forced entry,,0
C00185,P10681,CU1936,IL,Auto,Broker_4,Theft,1886.15,Open,2024-09-06 05:28:33.639881,Total loss due to fire,,0
C00186,P10785,CU1578,TX,Auto,Broker_9,Fire,18158.07,Closed,2024-12-17 05:28:33.639883,Customer reported late,2025-01-10 05:28:33.639883,1
C00187,P10253,CU1433,CA,Life,Broker_8,Fire,1697.95,Open,2025-05-05 05:28:33.639885,Theft with forced entry,,0
C00188,P10120,CU1654,IL,Life,Broker_7,Liability,11004.87,Closed,2025-06-02 05:28:33.639888,Total loss due to fire,2025-07-19 05:28:33.639888,1
C00189,P10031,CU1895,IL,Life,Broker_8,Liability,10632.61,Denied,2024-09-09 05:28:33.639890,Minor water damage,,0
C00190,P10660,CU1209,CA,Homeowners,Broker_5,Flood,7087.02,Closed,2025-05-03 05:28:33.639893,Vehicle rear-ended,2025-05-23 05:28:33.639893,1
C00191,P10777,CU1624,NY,Commercial,Broker_4,Flood,4144.5,Closed,2025-05-13 05:28:33.639895,Total loss due to fire,2025-07-02 05:28:33.639895,1
C00192,P10036,CU1020,IL,Commercial,Broker_7,Fire,639.18,Open,2024-12-23 05:28:33.639897,Vehicle rear-ended,,0
C00193,P10688,CU1974,NY,Commercial,Broker_1,Accident,3796.13,Denied,2025-04-05 05:28:33.639900,Total loss due to fire,,0
C00194,P10341,CU1459,IL,Life,Broker_6,Fire,2206.47,Closed,2024-10-20 05:28:33.639902,Minor water damage,2024-11-12 05:28:33.639902,1
C00195,P10012,CU1986,FL,Auto,Broker_8,Fire,7856.31,Closed,2025-05-04 05:28:33.639904,Vehicle rear-ended,2025-05-23 05:28:33.639904,1
C00196,P10182,CU1453,TX,Homeowners,Broker_7,Flood,7096.76,Open,2025-07-10 05:28:33.639907,Customer reported late,,0
C00197,P10656,CU1842,IL,Commercial,Broker_2,Liability,12073.87,Closed,2025-06-26 05:28:33.639909,Minor water damage,2025-08-14 05:28:33.639909,1
C00198,P10264,CU1456,FL,Homeowners,Broker_7,Flood,74.71,Pending,2025-02-09 05:28:33.639911,Vehicle rear-ended,,0
C00199,P10087,CU1056,CA,Auto,Broker_6,Flood,8280.11,Closed,2024-11-15 05:28:33.639914,Vehicle rear-ended,2024-12-17 05:28:33.639914,1
C00200,P10939,CU1760,FL,Life,Broker_5,Flood,13940.51,Closed,2025-01-24 05:28:33.639918,Adjuster flagged for review,2025-02-12 05:28:33.639918,1
C00201,P10461,CU1683,CA,Commercial,Broker_4,Fire,7786.61,Closed,2024-11-02 05:28:33.639924,Adjuster flagged for review,2024-11-28 05:28:33.639924,1
C00202,P10045,CU1914,IL,Auto,Broker_1,Accident,697.43,Closed,2024-10-22 05:28:33.639928,Minor water damage,2024-12-12 05:28:33.639928,1
C00203,P10391,CU1979,CA,Homeowners,Broker_2,Fire,423.86,Closed,2025-04-08 05:28:33.639932,Minor water damage,2025-05-16 05:28:33.639932,1
C00204,P10118,CU1883,FL,Auto,Broker_7,Theft,105.33,Open,2024-07-29 05:28:33.639935,Minor water damage,,0
C00205,P10932,CU1957,TX,Commercial,Broker_10,Flood,4954.33,Closed,2025-04-04 05:28:33.639938,Theft with forced entry,2025-04-17 05:28:33.639938,1
C00206,P10530,CU1647,NY,Auto,Broker_3,Flood,4966.84,Closed,2025-03-09 05:28:33.639940,Customer reported late,2025-04-02 05:28:33.639940,1
C00207,P10446,CU1669,NY,Life,Broker_5,Theft,21680.95,Closed,2025-02-09 05:28:33.639942,Total loss due to fire,2025-03-10 05:28:33.639942,1
C00208,P10731,CU1824,TX,Life,Broker_8,Flood,2537.85,Denied,2025-06-14 05:28:33.639945,Adjuster flagged for review,,0
C00209,P10941,CU1753,NY,Life,Broker_8,Flood,2016.63,Closed,2025-05-03 05:28:33.639950,Vehicle rear-ended,2025-05-26 05:28:33.639950,1
C00210,P10744,CU1420,IL,Homeowners,Broker_6,Flood,4896.48,Open,2025-06-11 05:28:33.639953,Adjuster flagged for review,,0
C00211,P10605,CU1267,IL,Homeowners,Broker_5,Theft,8732.27,Pending,2025-01-06 05:28:33.639957,Total loss due to fire,,0
C00212,P10966,CU1863,FL,Homeowners,Broker_2,Fire,13805.19,Closed,2025-06-09 05:28:33.639961,Minor water damage,2025-06-20 05:28:33.639961,1
C00213,P10762,CU1816,FL,Commercial,Broker_9,Flood,8125.91,Closed,2024-12-15 05:28:33.639965,Adjuster flagged for review,2025-01-20 05:28:33.639965,1
C00214,P10761,CU1394,CA,Commercial,Broker_1,Accident,2781.5,Closed,2024-12-21 05:28:33.639969,Customer reported late,2025-02-14 05:28:33.639969,1
C00215,P10793,CU1447,FL,Auto,Broker_2,Theft,5038.11,Closed,2025-02-02 05:28:33.639973,Customer reported late,2025-03-17 05:28:33.639973,1
C00216,P10743,CU1195,IL,Commercial,Broker_1,Liability,9700.11,Open,2024-08-08 05:28:33.639977,Theft with forced entry,,0
C00217,P10045,CU1914,FL,Auto,Broker_4,Theft,3372.7,Closed,2025-07-28 05:28:33.639980,Adjuster flagged for review,2025-08-23 05:28:33.639980,1
C00218,P10885,CU1519,NY,Homeowners,Broker_4,Fire,1221.11,Denied,2024-12-19 05:28:33.639984,Minor water damage,,0
C00219,P10507,CU1578,CA,Commercial,Broker_5,Theft,929.98,Closed,2025-05-31 05:28:33.639988,Vehicle rear-ended,2025-06-25 05:28:33.639988,1
C00220,P10557,CU1403,CA,Auto,Broker_5,Liability,0.79,Closed,2024-12-09 05:28:33.639992,Theft with forced entry,2024-12-20 05:28:33.639992,1
C00221,P10970,CU1805,IL,Homeowners,Broker_8,Accident,6333.46,Open,2025-02-23 05:28:33.639996,Minor water damage,,0
C00222,P10525,CU1572,FL,Life,Broker_3,Liability,588.84,Open,2025-01-31 05:28:33.640000,Theft with forced entry,,0
C00223,P10596,CU1000,NY,Life,Broker_6,Theft,1397.51,Closed,2025-03-16 05:28:33.640005,Adjuster flagged for review,2025-04-07 05:28:33.640005,1
C00224,P10830,CU1068,FL,Life,Broker_3,Liability,1768.23,Closed,2025-04-21 05:28:33.640009,Total loss due to fire,2025-04-30 05:28:33.640009,1
C00225,P10839,CU1378,TX,Homeowners,Broker_2,Theft,4109.22,Pending,2025-01-25 05:28:33.640013,Adjuster flagged for review,,0
C00226,P10002,CU1618,FL,Auto,Broker_8,Accident,2537.13,Closed,2024-12-15 05:28:33.640017,Minor water damage,2025-01-15 05:28:33.640017,1
C00227,P10027,CU1425,IL,Life,Broker_1,Accident,5614.64,Closed,2025-07-01 05:28:33.640021,Vehicle rear-ended,2025-07-13 05:28:33.640021,1
C00228,P10380,CU1726,FL,Homeowners,Broker_9,Fire,286.23,Closed,2025-07-07 05:28:33.640025,Vehicle rear-ended,2025-08-26 05:28:33.640025,1
C00229,P10156,CU1708,CA,Homeowners,Broker_7,Accident,661.6,Open,2025-05-02 05:28:33.640029,Minor water damage,,0
C00230,P10854,CU1299,NY,Auto,Broker_10,Flood,3457.86,Pending,2025-05-25 05:28:33.640032,Theft with forced entry,,0
C00231,P10913,CU1557,IL,Commercial,Broker_4,Liability,2054.64,Closed,2025-05-12 05:28:33.640036,Customer reported late,2025-07-05 05:28:33.640036,1
C00232,P10930,CU1586,TX,Auto,Broker_3,Liability,1753.56,Open,2025-03-28 05:28:33.640041,Minor water damage,,0
C00233,P10510,CU1193,NY,Homeowners,Broker_6,Theft,346.9,Closed,2024-08-27 05:28:33.640046,Adjuster flagged for review,2024-09-05 05:28:33.640046,1
C00234,P10332,CU1190,NY,Homeowners,Broker_9,Accident,11303.34,Denied,2024-12-18 05:28:33.640051,Vehicle rear-ended,,0
C00235,P10843,CU1553,CA,Life,Broker_9,Fire,5885.33,Denied,2024-08-02 05:28:33.640055,Total loss due to fire,,0
C00236,P10686,CU1310,CA,Commercial,Broker_4,Fire,648.37,Open,2025-07-04 05:28:33.640059,Vehicle rear-ended,,0
C00237,P10113,CU1531,CA,Auto,Broker_10,Fire,336.29,Denied,2025-02-21 05:28:33.640063,Customer reported late,,0
C00238,P10388,CU1274,IL,Life,Broker_5,Flood,18418.97,Open,2024-09-09 05:28:33.640067,Vehicle rear-ended,,0
C00239,P10486,CU1025,FL,Auto,Broker_9,Accident,5715.53,Open,2025-06-05 05:28:33.640071,Customer reported late,,0
C00240,P10842,CU1898,NY,Commercial,Broker_2,Fire,2701.75,Denied,2025-05-04 05:28:33.640075,Minor water damage,,0
C00241,P10249,CU1476,FL,Auto,Broker_2,Flood,6048.8,Denied,2025-06-20 05:28:33.640079,Vehicle rear-ended,,0
C00242,P10570,CU1381,FL,Commercial,Broker_5,Liability,7059.74,Closed,2024-11-28 05:28:33.640101,Theft with forced entry,2025-01-17 05:28:33.640101,1
C00243,P10714,CU1029,CA,Commercial,Broker_1,Theft,7569.78,Closed,2025-04-16 05:28:33.640105,Adjuster flagged for review,2025-06-07 05:28:33.640105,1
C00244,P10314,CU1934,FL,Auto,Broker_8,Accident,3249.26,Denied,2025-04-24 05:28:33.640110,Theft with forced entry,,0
C00245,P10238,CU1352,NY,Auto,Broker_5,Accident,2809.57,Closed,2025-07-22 05:28:33.640114,Adjuster flagged for review,2025-09-12 05:28:33.640114,1
C00246,P10233,CU1639,NY,Life,Broker_10,Liability,55.45,Denied,2025-02-23 05:28:33.640116,Vehicle rear-ended,,0
C00247,P10302,CU1930,TX,Homeowners,Broker_2,Accident,13056.24,Closed,2025-06-13 05:28:33.640119,Vehicle rear-ended,2025-07-16 05:28:33.640119,1
C00248,P10606,CU1444,IL,Homeowners,Broker_9,Accident,4622.97,Pending,2025-06-28 05:28:33.640121,Adjuster flagged for review,,0
C00249,P10990,CU1319,FL,Homeowners,Broker_2,Accident,1135.47,Pending,2025-03-19 05:28:33.640123,Total loss due to fire,,0
C00250,P10652,CU1104,IL,Auto,Broker_7,Accident,12603.92,Open,2025-05-17 05:28:33.640126,Vehicle rear-ended,,0
C00251,P10333,CU1532,IL,Commercial,Broker_8,Flood,12321.52,Denied,2024-11-15 05:28:33.640128,Total loss due to fire,,0
C00252,P10112,CU1276,IL,Life,Broker_6,Flood,22633.72,Closed,2025-04-01 05:28:33.640131,Total loss due to fire,2025-05-22 05:28:33.640131,1
C00253,P10620,CU1669,IL,Homeowners,Broker_7,Theft,10359.61,Closed,2024-12-22 05:28:33.640133,Adjuster flagged for review,2025-01-13 05:28:33.640133,1
C00254,P10361,CU1549,NY,Auto,Broker_1,Accident,30561.13,Closed,2025-07-09 05:28:33.640136,Total loss due to fire,2025-08-17 05:28:33.640136,1
C00255,P10856,CU1358,FL,Commercial,Broker_4,Liability,1403.11,Open,2024-10-06 05:28:33.640140,Total loss due to fire,,0
C00256,P10800,CU1124,TX,Life,Broker_7,Fire,9233.71,Closed,2025-01-24 05:28:33.640146,Minor water damage,2025-02-28 05:28:33.640146,1
C00257,P10096,CU1085,IL,Homeowners,Broker_1,Theft,8658.83,Denied,2025-04-22 05:28:33.640150,Theft with forced entry,,0
C00258,P10957,CU1510,TX,Life,Broker_1,Fire,1312.93,Open,2024-08-09 05:28:33.640154,Total loss due to fire,,0
C00259,P10846,CU1108,NY,Commercial,Broker_6,Fire,518.13,Closed,2024-08-24 05:28:33.640159,Theft with forced entry,2024-09-18 05:28:33.640159,1
C00260,P10015,CU1638,NY,Homeowners,Broker_4,Accident,19417.3,Pending,2025-06-23 05:28:33.640163,Total loss due to fire,,0
C00261,P10555,CU1135,CA,Homeowners,Broker_3,Liability,1755.06,Closed,2025-03-31 05:28:33.640168,Theft with forced entry,2025-04-29 05:28:33.640168,1
C00262,P10953,CU1902,IL,Life,Broker_5,Fire,10235.52,Closed,2025-05-01 05:28:33.640172,Vehicle rear-ended,2025-05-22 05:28:33.640172,1
C00263,P10375,CU1423,CA,Life,Broker_9,Fire,20.68,Closed,2024-08-13 05:28:33.640176,Vehicle rear-ended,2024-08-31 05:28:33.640176,1
C00264,P10741,CU1932,TX,Life,Broker_10,Theft,106.24,Closed,2024-08-17 05:28:33.640178,Theft with forced entry,2024-10-11 05:28:33.640178,1
C00265,P10389,CU1712,FL,Homeowners,Broker_10,Liability,3135.59,Closed,2025-04-16 05:28:33.640181,Total loss due to fire,2025-06-15 05:28:33.640181,1
C00266,P10619,CU1342,CA,Commercial,Broker_10,Liability,1363.74,Denied,2024-10-06 05:28:33.640183,Minor water damage,,0
C00267,P10216,CU1886,NY,Commercial,Broker_3,Fire,5853.36,Closed,2025-02-04 05:28:33.640186,Theft with forced entry,2025-03-20 05:28:33.640186,1
C00268,P10398,CU1635,IL,Life,Broker_5,Liability,4168.54,Denied,2025-06-13 05:28:33.640188,Customer reported late,,0
C00269,P10259,CU1394,TX,Homeowners,Broker_10,Theft,403.26,Closed,2024-08-13 05:28:33.640191,Minor water damage,2024-08-24 05:28:33.640191,1
C00270,P10823,CU1637,NY,Commercial,Broker_5,Theft,887.44,Closed,2025-02-18 05:28:33.640193,Customer reported late,2025-03-09 05:28:33.640193,1
C00271,P10319,CU1000,FL,Life,Broker_9,Theft,2455.52,Closed,2024-09-05 05:28:33.640196,Theft with forced entry,2024-09-22 05:28:33.640196,1
C00272,P10195,CU1928,IL,Life,Broker_10,Accident,1026.54,Closed,2024-08-14 05:28:33.640198,Total loss due to fire,2024-09-14 05:28:33.640198,1
C00273,P10477,CU1423,FL,Auto,Broker_4,Fire,7856.43,Closed,2024-10-26 05:28:33.640200,Customer reported late,2024-12-21 05:28:33.640200,1
C00274,P10417,CU1819,FL,Homeowners,Broker_1,Liability,2689.87,Open,2025-07-25 05:28:33.640203,Theft with forced entry,,0
C00275,P10474,CU1300,IL,Life,Broker_10,Theft,490.45,Open,2025-07-25 05:28:33.640205,Minor water damage,,0
C00276,P10606,CU1444,IL,Homeowners,Broker_5,Fire,3311.57,Open,2025-06-04 05:28:33.640208,Total loss due to fire,,0
C00277,P10567,CU1617,FL,Commercial,Broker_1,Fire,476.16,Open,2024-08-23 05:28:33.640210,Customer reported late,,0
C00278,P10543,CU1431,TX,Auto,Broker_6,Accident,690.21,Closed,2024-11-13 05:28:33.640212,Theft with forced entry,2025-01-05 05:28:33.640212,1
C00279,P10230,CU1734,IL,Life,Broker_10,Liability,1369.62,Open,2025-01-24 05:28:33.640215,Total loss due to fire,,0
C00280,P10883,CU1998,NY,Commercial,Broker_10,Liability,9813.73,Closed,2025-02-18 05:28:33.640217,Total loss due to fire,2025-04-18 05:28:33.640217,1
C00281,P10520,CU1261,CA,Homeowners,Broker_7,Theft,12925.57,Open,2025-07-17 05:28:33.640220,Vehicle rear-ended,,0
C00282,P10702,CU1276,TX,Homeowners,Broker_1,Theft,8750.91,Closed,2024-08-28 05:28:33.640222,Total loss due to fire,2024-10-08 05:28:33.640222,1
C00283,P10872,CU1272,IL,Life,Broker_10,Fire,2032.91,Closed,2024-10-02 05:28:33.640225,Theft with forced entry,2024-11-25 05:28:33.640225,1
C00284,P10199,CU1612,IL,Homeowners,Broker_4,Liability,1590.34,Open,2024-10-18 05:28:33.640242,Minor water damage,,0
C00285,P10845,CU1415,TX,Homeowners,Broker_9,Liability,3983.17,Denied,2025-01-15 05:28:33.640245,Adjuster flagged for review,,0
C00286,P10672,CU1513,CA,Life,Broker_1,Theft,6398.03,Open,2025-07-21 05:28:33.640248,Vehicle rear-ended,,0
C00287,P10598,CU1619,FL,Commercial,Broker_9,Flood,25082.86,Closed,2024-11-18 05:28:33.640251,Theft with forced entry,2024-11-30 05:28:33.640251,1
C00288,P10020,CU1202,NY,Commercial,Broker_8,Fire,705.35,Denied,2024-10-20 05:28:33.640253,Theft with forced entry,,0
C00289,P10310,CU1935,IL,Auto,Broker_5,Liability,252.74,Closed,2025-07-11 05:28:33.640255,Theft with forced entry,2025-08-25 05:28:33.640255,1
C00290,P10587,CU1703,CA,Life,Broker_6,Accident,5926.67,Open,2024-12-30 05:28:33.640258,Customer reported late,,0
C00291,P10952,CU1771,NY,Auto,Broker_7,Accident,8925.68,Closed,2025-07-14 05:28:33.640260,Customer reported late,2025-07-26 05:28:33.640260,1
C00292,P10897,CU1266,TX,Commercial,Broker_4,Flood,9365.35,Closed,2024-10-13 05:28:33.640264,Minor water damage,2024-11-29 05:28:33.640264,1
C00293,P10652,CU1104,IL,Auto,Broker_6,Theft,5673.22,Pending,2025-07-27 05:28:33.640268,Theft with forced entry,,0
C00294,P10637,CU1750,FL,Auto,Broker_7,Theft,15397.29,Denied,2024-10-30 05:28:33.640272,Customer reported late,,0
C00295,P10762,CU1816,TX,Commercial,Broker_6,Theft,3577.01,Closed,2025-01-14 05:28:33.640276,Customer reported late,2025-02-24 05:28:33.640276,1
C00296,P10899,CU1684,IL,Life,Broker_6,Accident,12256.28,Pending,2025-02-20 05:28:33.640280,Customer reported late,,0
C00297,P10595,CU1556,CA,Life,Broker_2,Theft,17180.83,Open,2024-10-26 05:28:33.640284,Minor water damage,,0
C00298,P10433,CU1636,NY,Auto,Broker_5,Accident,9391.74,Open,2025-07-05 05:28:33.640289,Minor water damage,,0
C00299,P10370,CU1845,NY,Commercial,Broker_3,Flood,1853.57,Denied,2024-08-10 05:28:33.640292,Theft with forced entry,,0
C00300,P10559,CU1864,IL,Commercial,Broker_7,Fire,1092.12,Open,2024-12-25 05:28:33.640296,Vehicle rear-ended,,0
C00301,P10890,CU1163,TX,Life,Broker_4,Liability,3971.69,Open,2025-05-08 05:28:33.640301,Theft with forced entry,,0
C00302,P10077,CU1493,FL,Commercial,Broker_1,Flood,3016.67,Open,2025-04-13 05:28:33.640305,Customer reported late,,0
C00303,P10541,CU1141,CA,Auto,Broker_6,Accident,10508.78,Closed,2025-06-04 05:28:33.640308,Adjuster flagged for review,2025-06-21 05:28:33.640308,1
C00304,P10284,CU1040,IL,Commercial,Broker_6,Flood,526.98,Closed,2025-03-29 05:28:33.640313,Customer reported late,2025-04-27 05:28:33.640313,1
C00305,P10647,CU1040,CA,Life,Broker_7,Liability,1490.28,Closed,2024-08-04 05:28:33.640317,Total loss due to fire,2024-08-24 05:28:33.640317,1
C00306,P10139,CU1759,NY,Auto,Broker_8,Fire,6967.58,Open,2024-12-03 05:28:33.640321,Adjuster flagged for review,,0
C00307,P10552,CU1301,FL,Homeowners,Broker_3,Liability,499.03,Closed,2024-09-06 05:28:33.640326,Adjuster flagged for review,2024-09-26 05:28:33.640326,1
C00308,P10997,CU1663,CA,Commercial,Broker_6,Accident,1933.94,Pending,2024-12-10 05:28:33.640329,Theft with forced entry,,0
C00309,P10281,CU1674,IL,Commercial,Broker_10,Liability,2448.22,Denied,2024-08-18 05:28:33.640335,Customer reported late,,0
C00310,P10561,CU1806,FL,Homeowners,Broker_2,Flood,4872.17,Closed,2024-09-20 05:28:33.640340,Customer reported late,2024-10-15 05:28:33.640340,1
C00311,P10257,CU1939,TX,Auto,Broker_9,Theft,860.66,Pending,2025-07-06 05:28:33.640344,Vehicle rear-ended,,0
C00312,P10822,CU1430,IL,Homeowners,Broker_2,Flood,9852.2,Closed,2025-05-01 05:28:33.640346,Total loss due to fire,2025-05-06 05:28:33.640346,1
C00313,P10359,CU1887,CA,Auto,Broker_3,Accident,2966.89,Open,2025-02-25 05:28:33.640349,Theft with forced entry,,0
C00314,P10439,CU1254,FL,Homeowners,Broker_10,Fire,12445.88,Open,2024-09-15 05:28:33.640351,Minor water damage,,0
C00315,P10269,CU1130,IL,Life,Broker_2,Liability,3154.34,Open,2024-10-13 05:28:33.640353,Theft with forced entry,,0
C00316,P10133,CU1795,FL,Commercial,Broker_9,Fire,1608.2,Closed,2024-09-15 05:28:33.640357,Adjuster flagged for review,2024-10-11 05:28:33.640357,1
C00317,P10745,CU1567,FL,Homeowners,Broker_1,Accident,764.76,Open,2024-08-31 05:28:33.640361,Theft with forced entry,,0
C00318,P10639,CU1935,FL,Auto,Broker_5,Liability,18.76,Closed,2025-06-12 05:28:33.640365,Vehicle rear-ended,2025-07-14 05:28:33.640365,1
C00319,P10103,CU1649,CA,Homeowners,Broker_1,Flood,3798.12,Open,2025-07-21 05:28:33.640370,Theft with forced entry,,0
C00320,P10765,CU1575,IL,Homeowners,Broker_5,Flood,566.72,Pending,2025-03-24 05:28:33.640373,Vehicle rear-ended,,0
C00321,P10094,CU1636,NY,Commercial,Broker_8,Accident,2485.66,Closed,2025-01-17 05:28:33.640376,Adjuster flagged for review,2025-01-22 05:28:33.640376,1
C00322,P10848,CU1761,NY,Auto,Broker_8,Liability,4449.12,Pending,2024-09-03 05:28:33.640378,Vehicle rear-ended,,0
C00323,P10728,CU1074,CA,Life,Broker_8,Flood,1612.65,Pending,2024-08-13 05:28:33.640380,Customer reported late,,0
C00324,P10572,CU1776,CA,Homeowners,Broker_2,Accident,963.22,Open,2024-10-27 05:28:33.640383,Minor water damage,,0
C00325,P10479,CU1437,FL,Commercial,Broker_8,Accident,7452.09,Closed,2025-02-08 05:28:33.640517,Adjuster flagged for review,2025-02-23 05:28:33.640517,1
C00326,P10779,CU1433,IL,Commercial,Broker_5,Fire,14667.65,Open,2024-09-04 05:28:33.640526,Vehicle rear-ended,,0
C00327,P10240,CU1792,IL,Commercial,Broker_1,Flood,529.25,Pending,2025-06-09 05:28:33.640528,Total loss due to fire,,0
C00328,P10012,CU1986,TX,Auto,Broker_7,Liability,845.59,Closed,2025-03-04 05:28:33.640531,Adjuster flagged for review,2025-04-11 05:28:33.640531,1
C00329,P10146,CU1226,TX,Life,Broker_6,Flood,16095.96,Open,2024-09-06 05:28:33.640533,Total loss due to fire,,0
C00330,P10939,CU1760,NY,Life,Broker_5,Flood,192.58,Open,2024-12-26 05:28:33.640536,Minor water damage,,0
C00331,P10751,CU1668,TX,Homeowners,Broker_1,Flood,19000.69,Closed,2025-03-12 05:28:33.640541,Vehicle rear-ended,2025-03-18 05:28:33.640541,1
C00332,P10600,CU1331,TX,Life,Broker_1,Accident,23.28,Pending,2024-08-20 05:28:33.640545,Adjuster flagged for review,,0
C00333,P10094,CU1636,NY,Commercial,Broker_6,Theft,10344.24,Closed,2025-07-18 05:28:33.640549,Adjuster flagged for review,2025-09-14 05:28:33.640549,1
C00334,P10826,CU1108,NY,Auto,Broker_10,Theft,1835.97,Denied,2024-08-07 05:28:33.640553,Minor water damage,,0
C00335,P10292,CU1175,TX,Auto,Broker_7,Fire,13950.82,Closed,2025-03-28 05:28:33.640557,Customer reported late,2025-05-22 05:28:33.640557,1
C00336,P10024,CU1943,IL,Life,Broker_10,Flood,1905.9,Open,2025-03-26 05:28:33.640561,Total loss due to fire,,0
C00337,P10271,CU1475,TX,Homeowners,Broker_10,Theft,5311.01,Pending,2025-01-02 05:28:33.640564,Adjuster flagged for review,,0
C00338,P10504,CU1405,FL,Life,Broker_1,Fire,417.09,Open,2025-01-13 05:28:33.640568,Theft with forced entry,,0
C00339,P10165,CU1475,FL,Commercial,Broker_9,Accident,1387.54,Pending,2025-05-27 05:28:33.640572,Total loss due to fire,,0
C00340,P10938,CU1703,FL,Homeowners,Broker_4,Flood,7429.01,Closed,2024-11-11 05:28:33.640577,Vehicle rear-ended,2024-12-16 05:28:33.640577,1
C00341,P10761,CU1394,CA,Commercial,Broker_5,Liability,3761.15,Open,2024-09-21 05:28:33.640581,Minor water damage,,0
C00342,P10086,CU1111,FL,Life,Broker_2,Accident,13153.3,Closed,2025-01-27 05:28:33.640585,Total loss due to fire,2025-02-17 05:28:33.640585,1
C00343,P10653,CU1201,IL,Homeowners,Broker_10,Fire,2799.65,Pending,2025-06-22 05:28:33.640589,Theft with forced entry,,0
C00344,P10645,CU1754,CA,Commercial,Broker_8,Accident,10193.89,Pending,2025-03-20 05:28:33.640593,Theft with forced entry,,0
C00345,P10984,CU1725,CA,Life,Broker_2,Liability,2979.7,Open,2025-03-12 05:28:33.640596,Minor water damage,,0
C00346,P10790,CU1154,FL,Life,Broker_3,Accident,19375.63,Open,2025-01-22 05:28:33.640598,Minor water damage,,0
C00347,P10637,CU1750,TX,Auto,Broker_9,Fire,16073.72,Closed,2024-09-02 05:28:33.640601,Total loss due to fire,2024-10-08 05:28:33.640601,1
C00348,P10827,CU1735,NY,Homeowners,Broker_2,Liability,1995.95,Closed,2025-06-17 05:28:33.640606,Vehicle rear-ended,2025-08-01 05:28:33.640606,1
C00349,P10490,CU1231,TX,Auto,Broker_6,Liability,10854.44,Closed,2025-04-09 05:28:33.640610,Customer reported late,2025-05-28 05:28:33.640610,1
C00350,P10907,CU1475,TX,Homeowners,Broker_4,Accident,9406.61,Open,2025-07-04 05:28:33.640613,Theft with forced entry,,0
C00351,P10140,CU1253,CA,Life,Broker_7,Liability,1182.92,Pending,2024-11-18 05:28:33.640617,Minor water damage,,0
C00352,P10867,CU1865,CA,Homeowners,Broker_6,Accident,4894.69,Closed,2025-01-29 05:28:33.640622,Customer reported late,2025-03-28 05:28:33.640622,1
C00353,P10102,CU1570,CA,Commercial,Broker_10,Flood,377.3,Denied,2025-01-29 05:28:33.640627,Customer reported late,,0
C00354,P10225,CU1161,IL,Commercial,Broker_9,Liability,9061.16,Closed,2025-06-22 05:28:33.640631,Customer reported late,2025-07-16 05:28:33.640631,1
C00355,P10901,CU1139,IL,Life,Broker_9,Accident,959.11,Closed,2024-09-16 05:28:33.640635,Vehicle rear-ended,2024-11-14 05:28:33.640635,1
C00356,P10574,CU1548,NY,Life,Broker_10,Flood,367.24,Pending,2024-10-31 05:28:33.640639,Minor water damage,,0
C00357,P10293,CU1895,CA,Auto,Broker_4,Liability,2555.95,Closed,2024-11-30 05:28:33.640643,Theft with forced entry,2024-12-20 05:28:33.640643,1
C00358,P10895,CU1116,FL,Auto,Broker_1,Flood,4301.0,Denied,2024-12-01 05:28:33.640648,Minor water damage,,0
C00359,P10305,CU1892,CA,Auto,Broker_2,Liability,9652.25,Pending,2024-11-23 05:28:33.640652,Total loss due to fire,,0
C00360,P10253,CU1433,IL,Life,Broker_8,Fire,18295.15,Closed,2024-11-19 05:28:33.640656,Theft with forced entry,2024-11-26 05:28:33.640656,1
C00361,P10179,CU1553,CA,Homeowners,Broker_10,Fire,2894.56,Closed,2024-09-16 05:28:33.640660,Minor water damage,2024-09-23 05:28:33.640660,1
C00362,P10039,CU1130,IL,Auto,Broker_8,Accident,311.75,Open,2025-05-26 05:28:33.640664,Theft with forced entry,,0
C00363,P10775,CU1030,CA,Auto,Broker_2,Theft,6913.81,Open,2025-05-11 05:28:33.640669,Total loss due to fire,,0
C00364,P10700,CU1293,FL,Auto,Broker_4,Fire,4164.04,Open,2024-09-15 05:28:33.640673,Adjuster flagged for review,,0
C00365,P10519,CU1933,NY,Auto,Broker_1,Theft,2970.05,Open,2025-01-15 05:28:33.640677,Theft with forced entry,,0
C00366,P10615,CU1519,FL,Life,Broker_7,Flood,1850.02,Open,2024-09-01 05:28:33.640682,Adjuster flagged for review,,0
C00367,P10736,CU1919,IL,Auto,Broker_4,Flood,3489.78,Closed,2025-04-08 05:28:33.640685,Customer reported late,2025-04-20 05:28:33.640685,1
C00368,P10545,CU1851,TX,Life,Broker_8,Theft,2067.58,Closed,2025-03-04 05:28:33.640689,Vehicle rear-ended,2025-04-27 05:28:33.640689,1
C00369,P10235,CU1836,FL,Auto,Broker_9,Accident,7073.71,Closed,2025-07-02 05:28:33.640692,Total loss due to fire,2025-08-09 05:28:33.640692,1
C00370,P10462,CU1928,CA,Commercial,Broker_9,Liability,3925.15,Open,2025-06-26 05:28:33.640696,Theft with forced entry,,0
